,cM10a,cM12a,cM19a,cM20a,cM2a,cM34a,cM35a,cM3a,cM41a,cM42a,cM42b,cM44b,cM59a,cM59b,cM5a,cM7b,cM8a,cM9b,cS100a,cS103a,cS104a,cS107a,cS108a,cS109a,cS10a,cS113a,cS115a,cS116a,cS11a,cS129a,cS132a,cS142a,cS153a,cS157a,cS15a,cS162a,cS164a,cS165a,cS168a,cS172a,cS178a,cS184a,cS27b,cS28a,cS30a,cS33a,cS35a,cS37a,cS39c,cS45a,cS46a,cS4a,cS51a,cS53a,cS58a,cS60a,cS61a,cS63a,cS65a,cS66a,cS68a,cS6a,cS71a,cS71b,cS72c,cS76a,cS80a,cS83a,cS86a,cS86b,cS87a,cS88a,cS8b,cS91a,cS97a,cS99a,fM10a,fM16a,fM19a,fM21a,fM23b,fM24a,fM27b,fM29a,fM30a,fM31a,fM35a,fM40a,fM41b,fM48a,fM51a,fM54a,fM59a,fM60a,fS100a,fS101a,fS102a,fS10a,fS111a,fS117a,fS11a,fS121a,fS122a,fS128a,fS12a,fS133b,fS139a,fS13a,fS143a,fS144a,fS146a,fS148a,fS149a,fS14a,fS155a,fS157a,fS158a,fS159a,fS165a,fS170a,fS171a,fS174a,fS177a,fS190a,fS191a,fS24a,fS25a,fS34a,fS35a,fS37a,fS39a,fS41a,fS42a,fS46a,fS4a,fS50a,fS54a,fS56a,fS58a,fS62a,fS63b,fS64a,fS6a,fS70a,fS72b,fS73a,fS74a,fS79a,fS80a,fS81a,fS83a,fS84a,fS85a,fS86a,fS92a,fS93a,fS95a,fS97a,fS99a
cM42b,98.240822,99.000359,98.978638,98.95047,98.955048,99.994751,96.514343,98.949844,97.030716,97.079605,100.0,98.969025,99.17482,98.986069,98.923172,98.978088,99.991241,99.996056,99.136169,96.7575,96.656029,98.283966,98.270729,98.254967,99.198669,98.674667,98.2855,97.123367,99.132446,98.306198,97.010948,98.189484,97.035553,98.166237,96.723526,97.036301,98.255226,97.137878,96.636307,97.011322,97.024498,98.269302,98.256218,98.956833,98.277481,98.289719,96.702454,98.291252,98.910126,96.696617,98.554764,98.462006,97.025986,96.690491,99.090317,98.834412,96.693542,96.695877,98.82135,98.793892,98.803879,98.203033,99.097031,98.596954,97.022095,98.917542,96.661034,97.01889,96.627342,96.652832,98.95446,98.955772,98.187897,96.62709,98.231827,98.634201,99.175041,97.011765,98.253876,99.195389,98.98027,98.726624,99.162117,98.201019,97.102737,98.827888,98.280273,96.708313,96.741959,98.247223,98.241028,98.997345,99.181328,99.133286,98.74968,96.729889,96.842728,97.063644,98.749336,96.742706,97.069054,98.217224,97.071915,97.15065,97.049377,98.355484,99.056839,97.072891,98.235123,98.162712,98.148941,98.615715,99.069511,98.74884,98.751198,98.230728,99.989151,99.991272,98.259933,98.233864,98.25045,98.726379,98.763138,99.394775,98.167686,98.147713,98.706223,98.196098,98.775879,97.07045,97.059242,97.072754,98.772675,97.066986,98.146744,98.138039,98.154266,98.316925,98.244354,97.068375,97.074272,97.076523,98.99987,98.143906,98.148773,98.150902,97.033836,98.156685,98.779175,98.138153,96.731674,98.318901,96.736862,96.727158,96.678589,97.049904,98.722481,97.048386,97.045425
cM44b,98.366806,99.990112,99.989075,99.994904,99.993538,98.977203,96.731537,99.991379,97.059196,97.052536,98.969025,100.0,99.032639,99.983345,99.984589,99.981537,98.993942,99.010384,99.140549,96.872749,96.802238,98.424896,98.460732,98.453247,99.003593,98.711548,98.433807,97.214096,99.032242,98.482018,97.255669,98.415443,97.108368,98.436325,96.838943,97.254471,98.471451,97.184006,96.793106,97.28228,97.250702,98.399323,98.437881,99.993073,98.448593,98.44194,96.836563,98.488342,98.868423,96.79496,99.073181,98.848038,97.248474,96.785851,99.115555,98.873154,96.800354,96.832954,98.853363,98.888557,98.865402,98.410431,99.138885,99.079636,97.241562,98.856964,96.796471,97.237946,96.731743,96.65686,99.955666,99.977402,98.41449,96.799255,98.421989,98.694138,99.038467,97.202606,98.454826,99.039703,99.985786,98.863297,99.062195,98.369164,97.240494,98.665916,98.416702,96.817261,96.842087,98.429535,98.399261,99.982979,99.061325,99.060287,99.040825,97.189514,97.182327,97.164879,98.705009,96.823227,97.175232,98.412979,97.167267,97.150078,97.148865,98.543533,99.006165,97.133179,98.423309,98.426773,98.414932,98.668579,98.979668,99.028,98.899834,98.410606,99.009796,98.981308,98.38652,98.41935,98.366531,99.05146,99.031311,99.110962,98.389862,98.440643,98.996475,98.444275,98.648949,97.164322,97.16227,97.163322,98.678284,97.17691,98.399368,98.367538,98.378639,98.356506,98.410568,97.151932,97.153107,97.179611,98.994446,98.428078,98.395844,98.394447,97.167091,98.381073,99.01413,98.378479,96.672867,98.369354,96.75827,96.748856,96.848976,97.149689,99.009262,97.151924,97.180191
cM59a,98.339584,99.042358,99.015533,98.996918,98.991226,99.187729,96.587448,98.997787,97.150284,97.1185,99.17482,99.032639,100.0,99.027985,99.032211,99.026276,99.182877,99.180244,99.379715,96.781906,96.619934,98.389137,98.386581,98.405235,99.903198,98.76265,98.416382,97.147125,99.911781,98.422806,97.211517,98.31633,97.16687,98.325302,96.762009,97.229843,98.400772,97.125603,96.68541,97.223465,97.219917,98.376022,98.384521,99.020035,98.419334,98.369011,96.70713,98.423737,99.295624,96.686195,98.808479,98.73909,97.227684,96.659088,99.370506,99.261864,96.6688,96.694305,99.284348,99.292404,99.258469,98.330139,99.378174,98.802193,97.197144,99.287209,96.702385,97.21904,96.683701,96.685211,99.015015,99.011459,98.313812,96.658768,98.307381,98.768211,99.856178,97.128998,98.396606,99.991745,99.031982,98.742905,99.192528,98.340363,97.146393,99.092178,98.384537,96.682571,96.688446,98.424294,98.394829,99.025414,99.158905,99.194168,98.901619,96.93721,97.021049,97.169418,99.072418,96.752052,97.14888,98.369797,97.214539,97.227303,97.133301,98.404572,99.458954,97.135422,98.381866,98.335854,98.307327,99.090683,99.469353,98.901443,98.886169,98.353943,99.187271,99.161926,98.353653,98.366379,98.366928,98.901672,98.881805,99.465698,98.31739,98.358841,98.865669,98.329163,99.095818,97.1418,97.134438,97.133026,99.053452,97.141327,98.336174,98.28067,98.30867,98.356407,98.360352,97.174507,97.123932,97.151176,99.442169,98.31279,98.28125,98.271149,97.148117,98.291565,98.852005,98.305466,96.797661,98.366745,96.717918,96.737343,96.703644,97.145477,98.86525,97.131729,97.159332
cM59b,98.382408,99.980492,99.970741,99.988739,99.985542,98.994926,96.765808,99.981369,97.059784,97.037193,98.986069,99.983345,99.027985,100.0,99.995125,99.974663,98.996613,99.00589,99.117653,96.835144,96.774338,98.414459,98.451263,98.454987,98.988876,98.698471,98.40963,97.259888,99.020836,98.454117,97.224846,98.393761,97.118492,98.421692,96.808479,97.22303,98.464706,97.208237,96.825897,97.257385,97.233994,98.396454,98.444962,99.989769,98.422737,98.438675,96.782242,98.475677,98.841492,96.810776,99.057648,98.82914,97.223389,96.801544,99.112976,98.88031,96.808899,96.84346,98.865768,98.872513,98.838745,98.422882,99.116158,99.088684,97.22316,98.857483,96.801498,97.223465,96.741577,96.676308,99.942162,99.963768,98.41539,96.822632,98.414764,98.695496,99.027039,97.206505,98.426338,98.999954,99.961533,98.809219,99.057251,98.367218,97.342361,98.670868,98.400665,96.797401,96.833405,98.415825,98.410278,99.95932,99.054031,99.102539,99.001732,97.084587,97.170609,97.18248,98.707977,96.819672,97.156937,98.426018,97.157845,97.25692,97.180557,98.521576,98.973938,97.142868,98.400383,98.412674,98.397293,98.635979,98.983551,99.006752,98.868698,98.441803,98.996613,99.015366,98.410675,98.431396,98.387344,99.020676,98.976952,99.113373,98.398026,98.454803,98.988876,98.418701,98.633118,97.18219,97.185097,97.177505,98.678894,97.191589,98.414238,98.370682,98.378174,98.344475,98.414932,97.15123,97.169952,97.183807,98.961914,98.402481,98.396515,98.362328,97.194916,98.371422,99.002319,98.40004,96.681641,98.350441,96.758865,96.773529,96.859856,97.181641,98.983002,97.141403,97.177048
cM5a,98.381325,99.989716,99.980423,99.990265,99.988815,98.917572,96.736618,99.98996,97.061569,97.044479,98.923172,99.984589,99.032211,99.995125,100.0,99.970932,98.932869,98.942955,99.111145,96.844597,96.758881,98.409248,98.454895,98.465317,99.017746,98.692596,98.399643,97.236176,99.023438,98.479706,97.208221,98.379715,97.121338,98.419983,96.821976,97.240021,98.472115,97.190994,96.804718,97.236877,97.245071,98.408539,98.435532,99.990273,98.425217,98.437241,96.780449,98.47995,98.83902,96.815964,99.036827,98.821503,97.202011,96.781845,99.103119,98.879471,96.800789,96.830719,98.848022,98.887253,98.847862,98.397415,99.1092,99.044632,97.224281,98.826263,96.778351,97.250298,96.672653,96.643341,99.961182,99.973038,98.403931,96.796799,98.388596,98.69278,99.023544,97.202126,98.409058,99.011429,99.97113,98.848755,99.019302,98.348175,97.350037,98.670746,98.397247,96.797607,96.834595,98.422714,98.38829,99.971054,99.044907,99.105629,98.991364,97.068481,97.187866,97.200775,98.696945,96.818359,97.164169,98.403381,97.167999,97.266281,97.18042,98.528336,98.990036,97.147507,98.395851,98.391891,98.394615,98.637451,98.976959,98.974785,98.87767,98.421959,98.966286,98.966225,98.37616,98.433273,98.378922,98.985855,98.940163,99.078758,98.368217,98.447815,98.964401,98.406998,98.651146,97.181618,97.187134,97.191666,98.669067,97.192589,98.380737,98.378487,98.351456,98.351486,98.404114,97.165329,97.168617,97.189941,98.963104,98.390656,98.39064,98.374718,97.193275,98.384354,98.981804,98.373878,96.637589,98.34124,96.715515,96.739944,96.853775,97.168472,98.976204,97.152298,97.173843
cM7b,98.344116,99.971855,99.993813,99.980919,99.982239,98.972305,96.709785,99.97673,97.07338,97.074783,98.978088,99.981537,99.026276,99.974663,99.970932,100.0,98.993156,99.007919,99.126587,96.86644,96.822266,98.434753,98.477829,98.47065,99.006729,98.696777,98.430176,97.219215,99.026672,98.495651,97.247986,98.392151,97.107422,98.405785,96.807541,97.254997,98.489822,97.182724,96.755394,97.284592,97.267479,98.428101,98.391434,99.984283,98.442062,98.410347,96.801575,98.453201,98.856071,96.77993,99.051208,98.835754,97.244713,96.799713,99.094223,98.869431,96.821289,96.820953,98.838699,98.877426,98.862206,98.368904,99.104462,99.049522,97.243683,98.868645,96.762207,97.254623,96.710388,96.6492,99.921402,99.952171,98.387817,96.754372,98.393463,98.731186,99.02681,97.251045,98.393204,99.031967,99.968117,98.840363,99.051712,98.410538,97.248138,98.681671,98.398804,96.788101,96.821579,98.415527,98.378494,99.963898,99.063446,99.075058,99.048874,97.184158,97.165054,97.170296,98.69046,96.812958,97.1707,98.416801,97.160019,97.155861,97.138107,98.514938,98.951866,97.138412,98.244186,98.408218,98.376808,98.677032,98.945717,99.059471,98.922104,98.403442,98.987106,98.993149,98.394913,98.410797,98.371902,99.05954,99.063347,99.088394,98.396011,98.446579,99.04567,98.3918,98.6436,97.157616,97.156265,97.166321,98.666962,97.157822,98.371475,98.365234,98.37616,98.38446,98.399872,97.147171,97.167526,97.152557,98.973526,98.398895,98.38887,98.393318,97.148071,98.399033,99.030121,98.374405,96.72435,98.380226,96.72393,96.738762,96.862686,97.136215,99.024612,97.152634,97.15284
cM8a,98.268356,98.997902,98.998032,98.961182,98.982346,99.99649,96.53257,98.965988,97.048615,97.069321,99.991241,98.993942,99.182877,98.996613,98.932869,98.993156,100.0,99.997192,99.148483,96.802635,96.711327,98.304001,98.228775,98.204285,99.166931,98.635719,98.311768,97.128494,99.137543,98.278908,96.99971,98.195816,97.012756,98.14521,96.774597,97.030624,98.217255,97.126976,96.662766,97.031494,97.009155,98.271774,98.274185,98.984207,98.291977,98.290726,96.706528,98.25795,98.882736,96.736496,98.566734,98.470551,97.05101,96.670181,99.121544,98.836967,96.686035,96.73439,98.839066,98.823753,98.822258,98.195831,99.124451,98.646317,97.031082,98.89827,96.634338,97.043251,96.652512,96.661423,98.969452,98.965881,98.184326,96.659218,98.233734,98.604637,99.200195,97.016464,98.270508,99.207108,99.012375,98.728317,99.120125,98.186646,97.10482,98.81926,98.274887,96.751358,96.728722,98.277191,98.25338,99.007294,99.112854,99.127892,98.732407,96.750168,96.854614,97.033409,98.70018,96.784592,97.074615,98.251671,97.09449,97.122902,97.039368,98.359062,99.063591,97.049347,98.278877,98.142998,98.171799,98.614357,99.073494,98.708931,98.750221,98.241165,99.997826,99.996933,98.250641,98.240387,98.268829,98.701813,98.709267,99.412903,98.167313,98.121307,98.655182,98.172012,98.77607,97.042007,97.041595,97.049393,98.766808,97.04789,98.145515,98.17868,98.159439,98.336899,98.262428,97.037697,97.052002,97.025497,99.025513,98.152878,98.168228,98.191406,97.038406,98.143318,98.707581,98.148643,96.760941,98.331039,96.743362,96.727737,96.712433,97.018036,98.70195,97.022247,97.045349
cM9b,98.238235,99.010437,99.005798,98.957901,99.003105,99.993797,96.52948,98.988266,97.036575,97.06974,99.996056,99.010384,99.180244,99.00589,98.942955,99.007919,99.997192,100.0,99.156754,96.767578,96.649612,98.261452,98.228394,98.216286,99.18222,98.646568,98.281952,97.115234,99.154373,98.272797,97.003326,98.165115,97.020477,98.115128,96.739502,97.023621,98.209045,97.111389,96.641296,97.026825,97.030327,98.271545,98.275124,98.981697,98.275078,98.271057,96.697411,98.26265,98.885696,96.711899,98.557144,98.501175,97.045197,96.668594,99.088989,98.819977,96.699707,96.686844,98.836212,98.817093,98.801041,98.17572,99.105453,98.645226,97.0438,98.919418,96.63031,97.034058,96.668289,96.670837,98.979805,98.972977,98.160706,96.646973,98.220306,98.629852,99.189072,97.006134,98.253906,99.170715,98.976608,98.731506,99.119652,98.19223,97.101624,98.816872,98.288773,96.725449,96.726868,98.244049,98.232964,99.004791,99.155388,99.150375,98.749298,96.729111,96.866135,97.016998,98.717224,96.755432,97.021568,98.200562,97.056747,97.147675,97.011688,98.380791,99.07679,97.031158,98.260117,98.128204,98.118317,98.619873,99.089066,98.71785,98.729988,98.21524,99.990204,99.990044,98.225403,98.214661,98.220886,98.72039,98.741928,99.395279,98.141174,98.117638,98.668602,98.147873,98.748383,97.019196,97.011688,97.024155,98.736572,97.013123,98.142067,98.14489,98.132156,98.308823,98.223709,97.03949,97.009254,96.997612,99.019531,98.126816,98.154907,98.157608,97.002151,98.123215,98.736496,98.128448,96.746719,98.3088,96.708145,96.706177,96.696564,97.016586,98.691948,97.00795,97.015137
cS100a,98.458817,99.14978,99.125107,99.082085,99.107208,99.163475,96.689728,99.088928,97.062851,97.076141,99.136169,99.140549,99.379715,99.117653,99.111145,99.126587,99.148483,99.156754,100.0,96.790199,96.750641,98.417465,98.347702,98.338303,99.340813,98.70079,98.426834,97.188179,99.387741,98.368011,97.16716,98.256424,97.124329,98.257416,96.812073,97.164803,98.347328,97.18586,96.83577,97.158325,97.163521,98.394722,98.396645,99.107208,98.417938,98.415573,96.844818,98.426422,99.231659,96.810799,98.792099,98.712982,97.178993,96.750824,99.996475,99.219749,96.779694,96.754395,99.221237,99.200211,99.200867,98.244423,99.997292,98.796753,97.150444,99.223305,96.846085,97.206543,96.710274,96.831039,99.118881,99.143204,98.240036,96.838493,98.209869,98.682762,99.403229,97.147758,98.338181,99.370659,99.074158,98.851471,99.266655,98.161316,97.099518,99.055069,98.404419,96.828247,96.859688,98.34108,98.348434,99.119003,99.268539,99.25811,98.911285,97.029144,96.999641,97.134651,99.028427,96.77137,97.113403,98.336609,97.216957,97.13475,97.042099,98.418365,99.24823,97.085312,98.344543,98.249023,98.218674,99.07312,99.25502,98.912582,98.924286,98.373207,99.188148,99.181717,98.370651,98.37899,98.37439,98.908234,98.926453,99.469955,98.374092,98.289627,98.914825,98.194107,99.00058,97.073669,97.074371,97.08947,99.008392,97.11367,98.231369,98.377045,98.342514,98.363327,98.357574,97.122009,97.106468,97.099655,99.23111,98.263748,98.373428,98.363785,97.051544,98.379486,98.876862,98.349327,96.764832,98.387314,96.879425,96.857193,96.781143,97.070816,98.914307,97.08432,97.05838
cS103a,96.858383,96.827614,96.830338,96.822906,96.846283,96.747986,98.390289,96.84166,97.273422,97.278152,96.7575,96.872749,96.781906,96.835144,96.844597,96.86644,96.802635,96.767578,96.790199,100.0,99.788803,96.772972,96.759171,96.794739,96.680801,96.680664,96.790131,97.197289,96.682243,96.775574,96.909424,96.721375,96.757759,96.736465,99.98909,96.889847,96.79174,97.161301,99.360794,96.874565,96.907143,96.782623,96.728729,96.839661,96.73938,96.740524,99.429718,96.740089,96.789917,99.417076,96.553223,96.609543,96.881226,99.783829,96.749374,96.757812,99.751122,99.78727,96.777954,96.778252,96.747047,96.703781,96.777496,96.643845,96.87207,96.769073,99.343681,96.925827,98.312393,99.452942,96.865433,96.853348,96.727859,99.360397,96.717201,96.656235,96.743042,96.84288,96.755844,96.734207,96.847321,96.723221,96.793121,96.715912,97.150085,96.742493,96.763168,99.4356,99.438866,96.750404,96.765091,96.860275,96.790634,96.764923,96.857903,96.527397,97.040283,96.713669,96.684952,99.978958,96.704582,96.737434,97.257301,96.819641,96.705246,96.80661,96.643257,96.709503,96.691589,96.711418,96.677841,96.696388,96.656036,96.864868,96.815582,96.732178,96.755432,96.784546,96.719055,96.712219,96.720428,96.820312,96.847801,96.725838,96.720123,96.668457,96.845306,96.672493,96.806038,96.709961,96.734123,96.703613,96.716751,96.708038,96.647705,96.722481,96.747482,96.800339,96.731232,96.705322,96.705597,96.718773,96.623825,96.691872,96.766022,96.726448,96.68129,96.774055,96.848297,96.738091,99.903114,96.830589,99.385422,99.368332,99.787331,96.723557,96.809525,96.701462,96.713898
cS104a,96.814896,96.779434,96.751289,96.777275,96.775955,96.698997,98.325455,96.762009,97.225082,97.255554,96.656029,96.802238,96.619934,96.774338,96.758881,96.822266,96.711327,96.649612,96.750641,99.788803,100.0,96.705231,96.738892,96.738068,96.621796,96.632477,96.728127,97.186447,96.649986,96.742523,96.830597,96.645332,96.744186,96.643188,99.767921,96.877243,96.755341,97.087074,99.439087,96.840714,96.850235,96.751297,96.745964,96.785568,96.7332,96.740265,99.397339,96.693527,96.751297,99.43782,96.552155,96.629669,96.860397,99.992325,96.698502,96.723175,99.99115,99.989899,96.728378,96.728058,96.703247,96.6521,96.705826,96.634644,96.774879,96.726562,99.440704,96.861084,98.290901,99.454071,96.662125,96.740761,96.650055,99.443573,96.647316,96.625793,96.722496,96.796173,96.733421,96.67408,96.797447,96.719604,96.803551,96.628555,97.103958,96.797058,96.738403,99.461212,99.461098,96.713745,96.732819,96.812805,96.754082,96.758392,96.837128,96.552879,97.075882,96.653122,96.699318,99.775345,96.638145,96.75016,97.187286,96.763733,96.659332,96.747192,96.594986,96.65593,96.65741,96.632248,96.612595,96.70739,96.611046,96.808029,96.789246,96.694031,96.704239,96.700645,96.679306,96.657249,96.652039,96.832413,96.781906,96.741409,96.711121,96.693443,96.801193,96.639557,96.719017,96.663528,96.646492,96.638634,96.710152,96.671234,96.626221,96.704376,96.729767,96.754425,96.679459,96.653091,96.666512,96.66571,96.583115,96.6698,96.740936,96.730255,96.62294,96.729752,96.788544,96.675674,99.792114,96.762985,99.424644,99.424294,99.98938,96.678452,96.7836,96.675201,96.624405
cS107a,99.499924,98.418304,98.456253,98.414101,98.439575,98.271339,96.644653,98.430664,97.066566,97.100311,98.283966,98.424896,98.389137,98.414459,98.409248,98.434753,98.304001,98.261452,98.417465,96.772972,96.705231,100.0,99.046135,99.055496,98.422058,98.363762,99.993973,97.238739,98.416977,99.044357,97.257874,99.004776,97.104881,99.017044,96.748672,97.248749,99.047577,97.197113,96.67659,97.230309,97.263214,99.96315,99.983337,98.42038,99.983429,99.984222,96.684204,98.994873,98.477325,96.704781,98.208359,98.341858,97.233719,96.757034,98.360748,98.470535,96.762711,96.751465,98.453735,98.458206,98.506668,99.024139,98.391106,98.239937,97.250305,98.465881,96.635323,97.253723,96.704559,96.643654,98.425262,98.428558,99.005966,96.65567,98.988571,98.388611,98.426422,97.238831,99.979126,98.398193,98.400589,98.422836,98.421005,98.927612,97.229225,98.192093,99.978256,96.731339,96.725952,99.974907,99.971512,98.395981,98.407059,98.415604,98.33168,97.01265,97.055611,97.085587,98.21312,96.7229,97.104584,99.002731,97.115219,97.199036,97.078125,99.08461,98.301018,97.087326,99.045097,99.013222,99.00679,98.219223,98.296089,98.336197,98.33905,99.061722,98.300018,98.276749,99.047546,99.056519,99.063858,98.324036,98.316673,98.372849,99.46331,99.036804,98.355255,99.001801,98.186096,97.09613,97.10376,97.07579,98.186737,97.098373,99.02459,99.471252,99.467896,99.494476,99.065887,97.080582,97.116333,97.080917,98.265518,99.004448,99.485001,99.477844,97.110626,99.454971,98.348892,99.468292,96.729828,99.493118,96.683411,96.673004,96.759918,97.125946,98.334518,97.08548,97.095047
cS108a,98.991058,98.472687,98.476746,98.418533,98.46907,98.232964,96.748604,98.466553,97.088257,97.119629,98.270729,98.460732,98.386581,98.451263,98.454895,98.477829,98.228775,98.228394,98.347702,96.759171,96.738892,99.046135,100.0,99.999069,98.383652,98.400505,99.068802,97.234283,98.389862,99.997604,97.262115,98.99794,97.218185,98.983917,96.741333,97.209572,99.999039,97.206985,96.712906,97.246338,97.222855,99.050087,99.064941,98.452713,99.070198,99.085426,96.723709,98.957245,98.554375,96.763504,98.22049,98.238571,97.263,96.715637,98.321487,98.545792,96.720772,96.708923,98.515533,98.53289,98.531815,99.015762,98.369385,98.248955,97.246284,98.548889,96.719849,97.21489,96.66362,96.681961,98.476868,98.473206,99.026154,96.714333,99.015236,98.385788,98.344833,97.226074,99.05687,98.393387,98.451141,98.38839,98.430176,98.990982,97.205811,98.145233,99.068817,96.749733,96.754456,99.059982,99.049713,98.457809,98.422516,98.415436,98.341881,97.073212,97.034286,97.221588,98.144302,96.742729,97.154709,99.018448,97.186966,97.250099,97.146042,99.085106,98.316826,97.165482,98.981506,98.978745,98.999756,98.076714,98.312843,98.319031,98.321716,99.615295,98.294083,98.216431,99.591614,99.609161,99.613998,98.348953,98.32431,98.415512,98.959198,99.905792,98.285339,98.978691,98.118057,97.196396,97.200516,97.181259,98.141235,97.178802,99.010315,98.937675,98.944458,99.045921,99.615128,97.184532,97.213348,97.193909,98.279434,98.995102,98.957428,98.981293,97.140686,98.929474,98.325089,98.954254,96.730865,99.038689,96.758408,96.76619,96.764023,97.154831,98.31105,97.212944,97.143616
cS109a,98.984207,98.46225,98.466827,98.418961,98.466927,98.219437,96.713013,98.455475,97.079544,97.107109,98.254967,98.453247,98.405235,98.454987,98.465317,98.47065,98.204285,98.216286,98.338303,96.794739,96.738068,99.055496,99.999069,100.0,98.38987,98.368301,99.078804,97.223648,98.375801,99.995834,97.22908,98.992035,97.207108,98.97052,96.766426,97.186913,99.9991,97.188858,96.747208,97.240662,97.200676,99.073944,99.086006,98.454971,99.073746,99.08741,96.755951,98.973297,98.554581,96.775742,98.240479,98.243484,97.252243,96.744652,98.314285,98.543015,96.738037,96.721451,98.529564,98.529953,98.528564,98.999779,98.356873,98.252487,97.209625,98.558907,96.74041,97.201813,96.628235,96.703003,98.458878,98.462631,99.015594,96.746262,98.991501,98.381744,98.362244,97.220016,99.0634,98.386337,98.461639,98.414642,98.438202,99.005653,97.227097,98.153984,99.078941,96.75824,96.752563,99.059158,99.060959,98.446991,98.394241,98.427704,98.312462,97.104813,97.004135,97.198013,98.165634,96.743729,97.146149,99.034561,97.172226,97.263,97.138069,99.085876,98.309135,97.134247,99.00383,98.966827,98.989059,98.09214,98.30687,98.300949,98.303535,99.587357,98.266403,98.188087,99.584274,99.59462,99.601845,98.313126,98.322784,98.430893,98.985939,99.908066,98.288795,98.960678,98.125595,97.175461,97.19281,97.160187,98.154419,97.165802,99.006134,98.958488,98.965416,99.059341,99.594894,97.167114,97.167252,97.201843,98.250786,98.98587,98.956055,98.982903,97.140411,98.94072,98.310318,98.939789,96.760345,99.045532,96.784241,96.776901,96.761307,97.160324,98.282974,97.177025,97.130295
cS10a,98.318634,99.027206,98.988571,98.971512,99.002647,99.164803,96.591858,98.990265,97.075089,97.072258,99.198669,99.003593,99.903198,98.988876,99.017746,99.006729,99.166931,99.18222,99.340813,96.680801,96.621796,98.422058,98.383652,98.38987,100.0,98.728531,98.412003,97.128799,99.993057,98.415359,97.163422,98.323067,97.15863,98.331207,96.675827,97.169434,98.389084,97.13398,96.632126,97.18895,97.171036,98.401665,98.401909,98.977936,98.420502,98.403954,96.781631,98.383499,99.207489,96.678436,98.7826,98.700211,97.158997,96.671944,99.304733,99.200562,96.641495,96.637024,99.190399,99.188545,99.180145,98.333321,99.340004,98.750809,97.146118,99.206024,96.66185,97.191971,96.671967,96.703392,98.993362,99.006683,98.318024,96.614746,98.279205,98.733803,99.884621,97.122406,98.366745,99.921463,99.023148,98.750336,99.145706,98.290054,97.128365,99.119049,98.402016,96.680908,96.659775,98.37104,98.39566,99.017372,99.109459,99.151962,98.923653,96.923584,96.911118,97.08815,99.088913,96.679581,97.082779,98.307961,97.119308,97.150177,97.092163,98.421631,99.40757,97.079926,98.301788,98.306854,98.288063,99.086823,99.398178,98.903946,98.877625,98.32663,99.137245,99.157234,98.342003,98.332916,98.346558,98.897995,98.908379,99.496735,98.358521,98.390312,98.883095,98.300888,99.056297,97.096947,97.092529,97.070892,99.087341,97.102295,98.272781,98.342926,98.351112,98.321579,98.333542,97.102325,97.077576,97.092819,99.360107,98.274994,98.361946,98.32515,97.085373,98.348099,98.870422,98.340057,96.715454,98.317032,96.715118,96.718544,96.671402,97.085602,98.867264,97.060486,97.100952
cS113a,98.30719,98.758759,98.702255,98.692146,98.711319,98.662766,96.59623,98.682137,97.119522,97.118866,98.674667,98.711548,98.76265,98.698471,98.692596,98.696777,98.635719,98.646568,98.70079,96.680664,96.632477,98.363762,98.400505,98.368301,98.728531,100.0,98.374115,97.138847,98.689713,98.380875,97.139496,98.300156,97.044785,98.282669,96.704781,97.15979,98.379776,97.128151,96.645424,97.146606,97.163528,98.371582,98.367538,98.699661,98.368866,98.378113,96.601685,98.370064,98.616348,96.692833,98.537117,99.301239,97.13736,96.622375,98.661972,98.631897,96.6521,96.643967,98.634682,98.608612,98.626228,98.282684,98.677261,98.563477,97.146469,98.605728,96.644691,97.139336,96.743095,96.696976,98.687187,98.695007,98.261154,96.637695,98.252914,99.96225,98.791565,97.129997,98.347351,98.722687,98.744705,99.347641,98.778664,98.225006,97.144958,98.461311,98.325058,96.669113,96.6353,98.365509,98.328865,98.703682,98.754021,98.762268,98.637657,96.89505,96.905312,97.15834,98.464111,96.64476,97.17173,98.315895,97.157898,97.268738,97.141495,98.428772,98.655159,97.177979,98.275009,98.251038,98.233009,98.389793,98.724823,98.64241,98.59317,98.381058,98.672577,98.638298,98.372162,98.360451,98.378082,98.636932,98.644882,98.858383,98.254425,98.385727,98.626114,98.249756,98.371719,97.158646,97.149124,97.149536,98.443161,97.181625,98.237839,98.2845,98.295517,98.269485,98.369354,97.171257,97.181122,97.140625,98.686981,98.256729,98.25174,98.251633,97.143433,98.269669,98.647278,98.249413,96.707863,98.289703,96.753021,96.732635,96.677002,97.162827,98.651596,97.184219,97.131638
