,cM10a,cM12a,cM19a,cM20a,cM2a,cM34a,cM35a,cM3a,cM41a,cM42a,cM42b,cM44b,cM59a,cM59b,cM5a,cM7b,cM8a,cM9b,cS100a,cS103a,cS104a,cS107a,cS108a,cS109a,cS10a,cS113a,cS115a,cS116a,cS11a,cS129a,cS132a,cS142a,cS153a,cS157a,cS15a,cS162a,cS164a,cS165a,cS168a,cS172a,cS178a,cS184a,cS27b,cS28a,cS30a,cS33a,cS35a,cS37a,cS39c,cS45a,cS46a,cS4a,cS51a,cS53a,cS58a,cS60a,cS61a,cS63a,cS65a,cS66a,cS68a,cS6a,cS71a,cS71b,cS72c,cS76a,cS80a,cS83a,cS86a,cS86b,cS87a,cS88a,cS8b,cS91a,cS97a,cS99a,fM10a,fM16a,fM19a,fM21a,fM23b,fM24a,fM27b,fM29a,fM30a,fM31a,fM35a,fM40a,fM41b,fM48a,fM51a,fM54a,fM59a,fM60a,fS100a,fS101a,fS102a,fS10a,fS111a,fS117a,fS11a,fS121a,fS122a,fS128a,fS12a,fS133b,fS139a,fS13a,fS143a,fS144a,fS146a,fS148a,fS149a,fS14a,fS155a,fS157a,fS158a,fS159a,fS165a,fS170a,fS171a,fS174a,fS177a,fS190a,fS191a,fS24a,fS25a,fS34a,fS35a,fS37a,fS39a,fS41a,fS42a,fS46a,fS4a,fS50a,fS54a,fS56a,fS58a,fS62a,fS63b,fS64a,fS6a,fS70a,fS72b,fS73a,fS74a,fS79a,fS80a,fS81a,fS83a,fS84a,fS85a,fS86a,fS92a,fS93a,fS95a,fS97a,fS99a
fM23b,36205,38,44,54,36,19738,77970,58,68288,68284,19738,38,21044,46,63,41,19728,19736,19246,76829,76834,35883,35498,35483,21051,24004,35885,68202,21053,35488,65586,35443,65826,35424,76843,65585,35491,68176,77103,65592,65600,35901,35898,32,35898,35906,77302,34532,24158,77148,17968,24290,65576,76837,19246,24147,76822,76837,24150,24151,24151,35435,19247,17982,65583,24153,77124,65589,76694,77377,57,50,35437,77134,35436,23992,20729,65586,35904,21051,0,24397,19027,36173,68197,29909,35880,77103,77104,35881,35907,9,19032,19023,19577,65741,69861,64656,29627,76840,64660,35213,67126,64380,64669,35420,20370,64662,35210,35454,35451,29923,20364,19573,19562,35591,19739,19739,35587,35594,35598,19567,19586,19118,36258,35526,19566,35453,29967,64658,64656,64659,29611,64655,35464,36268,36277,37024,35593,64659,64651,64664,20356,35449,36284,36263,64665,36249,19577,36260,76833,37012,76384,76376,76822,64654,19572,64657,64641
fM24a,34714,24401,24417,24421,24399,24468,78433,24422,68980,68978,24468,24405,24886,24409,24427,24410,24474,24466,22938,77502,77505,34415,35993,35995,24893,8425,34403,68883,24895,35983,66287,35898,66540,35909,77518,66295,35986,68855,77796,66293,66301,34425,34435,24405,34421,34437,78042,34948,28004,77843,25713,7443,66277,77508,22938,27993,77494,77509,27996,27997,27997,35890,22939,25727,66293,27999,77817,66290,76845,78104,24417,24413,35906,77823,35921,8418,24714,66287,34429,24893,24397,0,23199,36626,68878,33372,34419,77799,77808,34414,34417,24404,23204,23203,25989,66317,70616,65507,32739,77513,65511,35902,67807,65364,65529,36009,23599,65522,35930,35923,35920,32433,23593,25985,25974,36315,24469,24469,36327,36318,36308,25979,25998,23876,36635,35993,25978,35908,33733,65509,65507,65519,32723,65506,35933,36631,36641,37299,36303,65510,65502,65515,23585,35918,36647,36649,65525,36634,25989,36654,77506,37296,77026,77016,77493,65514,25984,65508,65501
fM27b,36504,19031,19037,19041,19029,14821,77969,19051,68043,68048,14821,19035,14880,19039,19057,19030,14811,14819,13076,77264,77270,36207,36120,36105,14887,24867,36219,67913,14889,36120,65492,36143,65851,36122,77282,65491,36123,67891,77328,65503,65508,36235,36236,19035,36232,36237,77537,34022,20848,77374,20072,24860,65483,77274,13076,20843,77259,77272,20840,20841,20841,36139,13077,20098,65492,20849,77349,65488,76510,77604,19047,19033,36141,77355,36126,24863,14547,65492,36229,14887,19027,23199,0,37047,67916,25319,36214,77330,77339,36216,36231,19024,13,6,20242,65747,69715,65131,25159,77277,65125,36433,67094,65076,65141,36628,15766,65137,36430,36152,36139,25354,15760,20238,20227,36171,14822,14822,36167,36174,36168,20232,20251,13377,36874,36136,20231,36153,25346,65121,65135,65132,25143,65118,36154,36874,36883,37035,36173,65133,65124,65137,15752,36147,36901,36869,65138,36879,20232,36889,77270,37033,76440,76430,77259,65127,20237,65120,65114
fM29a,21354,36179,36195,36199,36177,36852,77728,36199,68924,68919,36852,36183,37648,36187,36206,36188,36858,36850,36855,76599,76605,21395,18991,18995,37655,36287,21388,67889,37657,18972,66147,19352,66589,19359,76613,66148,18984,67857,76989,66154,66160,21405,21421,36183,21411,21418,77163,22259,32402,77034,36907,36362,66135,76609,36855,32397,76594,76609,32394,32395,32395,19350,36856,36923,66142,32403,77011,66152,76540,77248,36195,36191,19350,77018,19359,36274,37094,66149,21408,37655,36173,36626,37047,0,67887,43706,21407,76991,76992,21394,21410,36180,37058,37043,36474,65589,70434,65417,43448,76611,65415,20393,68298,64859,65418,21108,37664,65411,20405,19361,19358,43484,37658,36470,36459,19030,36852,36852,19042,19033,19039,36464,36455,37107,20848,19004,36463,19360,43735,65411,65415,65408,43432,65404,19371,20849,20859,22068,19032,65408,65404,65417,37650,19356,20869,20853,65414,20846,36474,20847,76603,22056,76610,76600,76594,65404,36469,65406,65390
fM30a,67472,68203,68218,68223,68201,68121,68152,68204,42097,42088,68121,68207,68440,68199,68218,68211,68111,68119,67913,69037,69043,67488,67543,67525,68447,68625,67490,105,68453,67529,59587,67310,61225,67285,69040,59585,67532,107,68988,59605,59605,67505,67488,68207,67490,67491,69085,67345,68124,68991,68446,68811,59583,69063,67913,68107,69044,69045,68118,68117,68117,67292,67914,68463,59597,68113,68980,59598,67531,69041,68218,68203,67298,68990,67301,68611,68372,59589,67496,68447,68197,68878,67916,67887,0,67260,67470,68995,68974,67486,67504,68204,67907,67912,68325,61256,39252,60054,67370,69032,60058,67404,41395,60010,60060,67763,68098,60059,67404,67317,67314,67414,68088,68317,68306,67390,68121,68121,67386,67381,67399,68315,68330,68374,67376,67577,68312,67322,67288,60056,60048,60058,67371,60049,67327,67386,67395,66926,67392,60051,60045,60060,68082,67316,67395,67382,60064,67365,68319,67370,69039,66915,69059,69063,69041,60053,68314,60051,60040
fM31a,42780,29913,29919,29923,29911,22914,77379,29920,66295,66286,22914,29917,17816,29907,29926,29912,22904,22912,19035,76731,76723,41145,43257,43235,17823,34242,41157,67258,17832,43250,59722,42876,61939,42848,76733,59721,43253,67234,77054,59733,59738,41173,41160,29917,41156,41151,77250,42439,21633,77086,30937,34041,59713,76741,19035,21621,76726,76727,21625,21626,21626,42865,19036,30963,59722,21627,77061,59718,76023,77326,29929,29901,42874,77067,42859,34228,17892,59722,41153,17823,29909,33372,25319,43706,67260,0,41136,77058,77055,41154,41169,29906,25316,25313,32056,62273,67881,59498,1483,76730,59490,43515,64764,59142,59508,43426,20177,59504,43510,42877,42864,2468,20164,32045,32034,43346,22915,22915,43342,43335,43343,32046,32058,18323,43578,43277,32045,42885,1004,59488,59502,59499,1479,59485,42879,43578,43587,43689,43348,59500,59491,59504,20156,42879,43603,43573,59505,43573,32039,43583,76737,43687,75665,75641,76726,59494,32044,59487,59481
fM35a,6527,35884,35900,35904,35882,36213,78091,35890,68741,68723,36213,35888,35938,35878,35897,35893,36203,36211,35446,77200,77190,48,20604,20583,35945,35428,57,67474,35954,20588,65578,20092,66190,20066,77202,65584,20590,67444,77632,65585,65591,55,42,35888,35,50,77759,21383,32522,77663,36447,35646,65566,77207,35446,32510,77193,77194,32514,32515,32515,20083,35447,36465,65582,32516,77639,65579,76514,77858,35900,35882,20092,77646,20085,35421,35881,65576,49,35945,35880,34419,36214,21407,67470,41136,0,77633,77642,48,65,35887,36211,36218,37017,64933,70210,65411,40958,77197,65415,21097,67895,64843,65431,20303,37206,65424,21102,20096,20093,40684,37193,37006,36995,20449,36213,36213,20451,20438,20458,37007,37019,36810,6971,20476,37006,20102,41175,65411,65415,65421,40956,65408,20106,6982,6992,8783,20451,65412,65404,65419,37185,20098,7001,6985,65427,6977,37010,6997,77203,8780,77195,77171,77193,65417,37005,65410,65403
fM40a,77488,77106,77114,77119,77103,77575,33294,77120,67983,67974,77575,77111,77232,77115,77132,77107,77565,77573,76573,7898,7862,77628,77613,77599,77237,77698,77637,68982,77239,77610,77100,77353,77385,77335,7884,77097,77614,68976,109,77115,77102,77651,77646,77111,77649,77650,943,77832,76946,90,77278,77489,77096,7867,76573,76933,7850,7885,76940,76939,76939,77338,76574,77289,77105,76939,140,77088,34509,691,77122,77111,77340,141,77338,77692,77073,77084,77648,77239,77103,77799,77330,76991,68995,77058,77633,0,41,77634,77644,77102,77333,77334,76366,77869,67755,77387,77507,7866,77369,77203,68092,77234,77374,77337,77031,77374,77199,77365,77354,77354,77025,76362,76365,77574,77576,77576,77570,77577,77575,76370,76377,77145,77722,77641,76369,77363,77129,77363,77379,77372,77492,77372,77364,77725,77734,77557,77576,77375,77364,77391,77017,77362,77740,77721,77378,77719,76360,77722,7875,77553,1561,1547,7847,77379,76363,77362,77370
fM41b,77497,77107,77115,77120,77104,77584,33279,77121,67974,67977,77584,77112,77233,77116,77133,77108,77574,77582,76582,7893,7859,77637,77614,77600,77238,77707,77646,68961,77240,77611,77109,77354,77384,77336,7895,77106,77615,68955,136,77124,77111,77660,77655,77112,77658,77649,948,77841,76947,87,77287,77498,77105,7896,76582,76934,7861,7890,76941,76940,76940,77339,76583,77298,77114,76940,153,77097,34504,696,77123,77112,77341,154,77339,77691,77082,77093,77657,77240,77104,77808,77339,76992,68974,77055,77642,41,0,77643,77653,77103,77342,77333,76367,77870,67734,77388,77514,7877,77370,77204,68069,77235,77375,77338,77032,77375,77200,77366,77355,77351,77026,76363,76366,77575,77585,77585,77571,77578,77576,76371,76378,77146,77731,77642,76370,77364,77136,77364,77380,77373,77499,77373,77365,77734,77743,77558,77577,77376,77365,77392,77018,77363,77749,77730,77379,77718,76361,77721,7868,77554,1548,1558,7866,77380,76364,77363,77371
fM48a,6505,35885,35901,35905,35883,36207,78106,35905,68745,68741,36207,35889,35955,35893,35912,35894,36213,36205,35462,77201,77205,24,20597,20599,35962,35423,33,67490,35964,20588,65603,20085,66203,20082,77217,65599,20590,67460,77633,65602,65608,47,56,35889,33,56,77775,21382,32532,77671,36448,35641,65591,77208,35462,32527,77194,77209,32524,32525,32525,20083,35463,36466,65597,32533,77654,65604,76507,77859,35901,35897,20085,77661,20094,35416,35884,65601,33,35962,35881,34414,36216,21394,67486,41154,48,77634,77643,0,35,35888,36227,36220,37025,64939,70226,65437,40977,77212,65441,21087,67900,64869,65447,20304,37206,65440,21116,20096,20093,40689,37200,37021,37010,20435,36207,36207,20453,20438,20444,37015,37034,36827,6979,20469,37014,20095,41193,65437,65441,65437,40961,65434,20106,6990,7000,8786,20437,65438,65430,65445,37192,20091,7001,6983,65443,6977,37025,6995,77197,8773,77197,77187,77194,65425,37020,65436,65419
fM51a,6516,35911,35915,35919,35909,36222,78116,35923,68750,68758,36222,35915,35970,35919,35938,35908,36228,36220,35477,77211,77215,39,20610,20612,35977,35428,36,67496,35979,20603,65609,20087,66215,20098,77227,65615,20615,67478,77643,65624,65622,54,71,35915,58,45,77785,21406,32547,77688,36461,35658,65605,77218,35477,32542,77204,77219,32539,32540,32540,20085,35478,36491,65621,32548,77664,65606,76515,77869,35927,35911,20101,77671,20098,35421,35899,65607,28,35977,35907,34417,36231,21410,67504,41169,65,77644,77653,35,0,35902,36242,36235,37050,64959,70243,65451,40992,77222,65443,21107,67917,64883,65463,20321,37222,65464,21142,20112,20097,40704,37216,37046,37035,20460,36222,36222,20478,20463,20443,37040,37059,36842,6996,20494,37039,20097,41208,65439,65455,65461,40976,65436,20110,6971,6981,8791,20448,65444,65444,65459,37208,20107,6986,6998,65467,7002,37038,6996,77214,8800,77207,77197,77204,65457,37045,65438,65443
fM54a,36212,45,39,49,43,19735,77969,65,68283,68291,19735,45,21041,53,70,36,19725,19733,19243,76828,76833,35878,35493,35478,21048,23999,35892,68197,21050,35495,65593,35450,65821,35431,76842,65592,35498,68183,77102,65599,65607,35908,35905,39,35905,35901,77301,34539,24155,77147,17963,24297,65583,76836,19243,24144,76821,76836,24147,24148,24148,35442,19244,17989,65590,24150,77123,65584,76693,77376,64,45,35444,77133,35431,23987,20726,65593,35899,21048,9,24404,19024,36180,68204,29906,35887,77102,77103,35888,35902,0,19029,19020,19584,65748,69868,64663,29624,76839,64655,35220,67133,64387,64676,35427,20367,64669,35217,35461,35446,29920,20361,19580,19569,35598,19736,19736,35594,35601,35593,19574,19593,19115,36265,35533,19573,35460,29964,64653,64663,64666,29608,64650,35459,36263,36272,37019,35600,64666,64658,64671,20353,35456,36291,36258,64672,36256,19572,36267,76832,37019,76383,76375,76821,64661,19579,64652,64648
fM59a,36515,19036,19042,19046,19034,14814,77963,19042,68052,68043,14814,19040,14870,19030,19048,19035,14804,14812,13069,77267,77259,36218,36124,36102,14877,24878,36230,67904,14886,36117,65491,36147,65842,36119,77271,65490,36120,67882,77331,65502,65507,36246,36225,19040,36229,36234,77526,34021,20852,77363,20077,24863,65482,77277,13069,20832,77262,77261,20844,20845,20845,36128,13070,20103,65491,20838,77338,65487,76513,77607,19052,19024,36137,77344,36130,24874,14552,65491,36226,14877,19032,23204,13,37058,67907,25316,36211,77333,77342,36227,36242,19029,0,17,20240,65738,69712,65130,25156,77266,65124,36432,67103,65075,65140,36617,15763,65136,36429,36149,36136,25365,15750,20229,20218,36182,14815,14815,36178,36171,36179,20230,20242,13368,36873,36140,20229,36157,25343,65120,65126,65131,25154,65117,36151,36873,36882,37031,36184,65132,65123,65136,15742,36151,36900,36868,65137,36870,20223,36880,77273,37029,76443,76419,77262,65126,20228,65119,65113
fM60a,36508,19027,19033,19037,19025,14825,77965,19047,68047,68052,14825,19031,14876,19035,19053,19026,14815,14823,13080,77268,77274,36211,36116,36101,14883,24871,36223,67909,14885,36116,65496,36139,65847,36118,77286,65495,36119,67887,77332,65507,65512,36239,36240,19031,36236,36231,77541,34026,20844,77378,20076,24864,65487,77278,13080,20839,77263,77276,20836,20837,20837,36135,13081,20102,65496,20845,77353,65492,76514,77608,19043,19029,36137,77359,36122,24857,14551,65496,36233,14883,19023,23203,6,37043,67912,25313,36218,77334,77333,36220,36235,19020,17,0,20238,65743,69711,65127,25163,77281,65121,36429,67088,65072,65137,36624,15762,65133,36426,36148,36135,25348,15756,20234,20223,36167,14826,14826,36163,36170,36164,20228,20247,13373,36878,36132,20227,36149,25350,65117,65131,65128,25147,65114,36150,36878,36887,37031,36169,65129,65120,65133,15748,36143,36905,36873,65134,36873,20228,36883,77274,37029,76444,76434,77263,65123,20233,65116,65110
fS100a,36894,19581,19597,19601,19579,21943,77143,19594,68329,68317,21943,19585,22239,19582,19600,19590,21933,21941,21134,76008,76005,37027,36480,36476,22248,26127,37029,68320,22239,36481,66044,36601,66264,36591,76015,66043,36484,68294,76364,66055,66046,37043,37031,19585,37033,37040,76588,35272,25524,76403,9220,25995,66035,76016,21134,25524,76001,76007,25516,25517,25517,36600,21135,9222,66044,25530,76378,66036,75854,76643,19604,19586,36591,76384,36594,26115,22110,66030,37041,22246,19577,25989,20242,36474,68325,32056,37017,76366,76367,37025,37050,19584,20240,20238,0,66033,70118,65241,31609,76012,65231,36585,67192,64332,65237,36631,22071,65233,36582,36621,36618,31940,22076,11,36,36390,21944,21944,36386,36386,36397,26,42,20563,36467,36499,33,36611,32224,65227,65239,65228,31601,65238,36633,36477,36486,37427,36392,65243,65220,65247,22068,36603,36492,36472,65234,36458,41,36468,76012,37415,75661,75644,76001,65237,36,65226,65224
fS101a,65022,65749,65764,65769,65747,65696,77693,65750,61253,61238,65696,65753,65975,65745,65763,65757,65686,65694,65647,78083,78074,64947,65024,65005,65982,66008,64949,61245,65988,65010,43969,65034,46311,65011,78084,43961,65013,61217,77865,43971,43959,64965,64939,65753,64943,64944,77645,65306,65539,77890,66050,66186,43965,78090,65647,65522,78077,78082,65531,65532,65532,65018,65648,66054,43958,65528,77874,43968,76477,77984,65765,65749,65024,77885,65027,65994,65906,43959,64958,65982,65741,66317,65747,65589,61256,62273,64933,77869,77870,64939,64959,65748,65738,65743,66033,0,61203,44477,62197,78081,44453,65112,60883,44615,44449,65218,65337,44448,65117,65041,65038,62297,65327,66025,66028,65046,65697,65697,65041,65037,65055,66037,66034,65868,64668,65036,66036,65044,62334,44459,44469,44455,62190,44466,65051,64678,64687,64349,65048,44464,44452,44471,65319,65040,64673,64672,44461,64650,66029,64653,78073,64336,77498,77484,78068,44447,66024,44454,44455
fS102a,70189,69867,69882,69887,69865,69836,66685,69868,19795,19798,69830,69871,70157,69863,69882,69875,69826,69834,69715,68059,68065,70228,70136,70105,70164,70277,70229,39235,70170,70121,59681,69873,61319,69850,68060,59679,70125,39226,67747,59709,59681,70233,70232,69871,70230,70231,67794,69895,70276,67750,70340,70468,59689,68059,69715,70265,68056,68059,70270,70269,70269,69863,69716,70343,59687,70271,67728,59688,66055,67776,69882,69867,69869,67733,69864,70274,70084,59677,70224,70164,69861,70616,69715,70434,39252,67881,70210,67755,67734,70226,70243,69868,69712,69711,70118,61203,0,60047,67992,68056,60037,70133,19909,59988,60037,70312,70053,60038,70133,69880,69877,68030,70049,70110,70115,70132,69837,69837,70121,70123,70134,70125,70126,70117,70100,70165,70124,69883,67918,60026,60042,60035,67989,60037,69888,70109,70100,70052,70134,60040,60026,60048,70041,69879,70111,70099,60034,70095,70117,70092,68064,70041,67777,67781,68063,60044,70112,60032,60035
fS10a,65135,64652,64655,64660,64648,64346,76605,64660,59992,59975,64346,64656,65604,64636,64665,64660,64336,64344,65144,77575,77554,65437,64417,64410,65611,65241,65437,60055,65617,64401,4751,64925,47143,64898,77567,4768,64406,60048,77385,4740,4772,65444,65434,64644,65432,65439,76664,64758,65335,77408,64950,65730,4741,77570,65144,65338,77567,77573,65341,65340,65340,64937,65145,64968,4765,65332,77394,4746,75802,77533,64668,64652,64931,77402,64916,65227,65537,4762,65436,65611,64656,65507,65131,65417,60054,59498,65411,77387,77388,65437,65451,64663,65130,65127,65241,44477,60047,0,58989,77561,40,64935,59726,3928,38,65189,65041,31,64930,64927,64936,59457,65031,65233,65223,64645,64347,64347,64641,64636,64666,65233,65248,64479,64097,64447,65232,64941,59594,47,23,26,58984,40,64929,64117,64126,64542,64659,21,29,22,65035,64936,64122,64111,32,64107,65239,64124,77562,64539,77206,77188,77564,36,65234,42,32
fS111a,42222,29631,29637,29641,29629,22430,77744,29638,66144,66129,22430,29635,18087,29625,29644,29630,22420,22428,18988,77152,77150,40968,42831,42809,18094,33625,40980,67368,18103,42824,59839,42656,61951,42628,77154,59838,42827,67344,77503,59850,59855,40996,40983,29635,40979,40984,77699,42083,21401,77535,30342,33952,59830,77162,18988,21389,77147,77148,21393,21394,21394,42645,18989,30368,59839,21395,77510,59835,76178,77780,29647,29619,42654,77516,42639,33621,18155,59839,40976,18094,29627,32739,25159,43448,67370,1483,40958,77507,77514,40977,40992,29624,25156,25163,31609,62197,67992,58989,0,77151,58981,43130,64818,58885,58999,43135,20447,58995,43125,42657,42644,2436,20434,31598,31587,43007,22431,22431,43003,42996,43004,31599,31611,17517,43185,42851,31598,42665,2090,58979,58993,58990,86,58976,42659,43185,43194,43454,43009,58991,58982,58995,20426,42659,43210,43180,58996,43190,31592,43200,77158,43452,76114,76090,77147,58985,31597,58978,58972
fS117a,76617,76843,76839,76844,76840,77288,33280,76843,67403,67392,77288,76836,77199,76826,76855,76844,77278,77286,76510,84,120,77206,76989,76968,77204,77635,77215,69017,77213,76979,76703,76877,77485,76840,44,76700,76983,69011,7867,76706,76705,77229,77210,76836,77213,77214,8228,77026,76794,7854,77300,77298,76687,147,76510,76786,144,147,76800,76799,76799,76855,76511,77309,76708,76780,7870,76691,34422,7343,76847,76822,76864,7869,76862,77629,76757,76689,77212,77206,76840,77513,77277,76611,69032,76730,77197,7866,7877,77212,77222,76839,77266,77281,76012,78081,68056,77561,77151,0,77555,76789,67132,76876,77548,76914,76831,77560,76785,76870,76871,77048,76818,76001,76004,77034,77289,77289,77030,77023,77035,76016,76016,77078,77071,77015,76015,76887,76758,77549,77553,77546,77150,77558,76869,77086,77095,77585,77036,77561,77550,77565,76810,76886,77089,77070,77552,77080,75999,77083,129,77581,9019,9019,141,77565,76002,77548,77556
fS11a,65139,64668,64671,64676,64664,64340,76597,64676,59984,59979,64340,64672,65596,64664,64681,64664,64330,64338,65136,77557,77548,65429,64417,64398,65603,65245,65441,60043,65609,64413,4763,64951,47130,64926,77561,4768,64418,60038,77367,4774,4770,65448,65438,64672,65436,65431,76646,64774,65339,77402,64942,65746,4753,77564,65136,65330,77549,77555,65333,65332,65332,64941,65137,64958,4765,65336,77376,4742,75780,77515,64684,64656,64947,77384,64930,65231,65529,4760,65428,65603,64660,65511,65125,65415,60058,59490,65415,77369,77370,65441,65443,64655,65124,65121,65231,44453,60037,40,58981,77555,0,64939,59716,3926,36,65187,65045,27,64934,64955,64940,59449,65035,65223,65227,64657,64341,64341,64653,64648,64654,65237,65238,64471,64113,64459,65236,64967,59586,21,47,36,58976,28,64955,64109,64118,64534,64659,43,15,34,65027,64952,64138,64115,42,64111,65217,64128,77556,64543,77188,77170,77546,36,65224,16,32
fS121a,20603,35219,35235,35239,35217,36417,77752,35227,68430,68413,36417,35223,36942,35215,35234,35228,36423,36415,36279,76791,76783,21096,19767,19767,36949,35459,21091,67403,36955,19754,65643,19369,66250,19386,76795,65644,19756,67375,77200,65644,65650,21118,21115,35223,21092,21107,77369,21281,31398,77227,36222,35809,65631,76799,36279,31389,76784,76787,31392,31391,31391,19361,36280,36238,65640,31395,77210,65648,76660,77459,35235,35219,19379,77217,19390,35444,36597,65645,21107,36949,35213,35902,36433,20393,67404,43515,21097,77203,77204,21087,21107,35220,36432,36429,36585,65112,70133,64935,43130,76789,64939,0,67867,64469,64942,20294,36929,64935,55,19388,19385,43240,36919,36577,36566,19774,36417,36417,19792,19765,19769,36575,36590,36409,20156,19777,36574,19377,43531,64935,64939,64932,43126,64928,19398,20153,20163,21206,19762,64932,64928,64941,36911,19387,20165,20161,64938,20146,36581,20165,76786,21194,76853,76831,76784,64920,36576,64930,64914
fS122a,67651,67132,67145,67152,67130,67564,67860,67145,6592,6585,67564,67136,68059,67140,67159,67140,67554,67562,66737,67123,67147,67901,68153,68139,68066,67689,67902,41386,68068,68142,58960,67540,61407,67521,67138,58958,68146,41372,68084,58976,58964,67917,67917,67136,67915,67914,68184,67432,68033,68099,67955,67047,58956,67151,66737,68026,67132,67145,68027,68026,68026,67536,66738,67956,58970,68032,68087,58955,66809,68158,67147,67144,67538,68099,67531,67673,67785,58948,67921,68066,67126,67807,67094,68298,41395,64764,67895,68092,68069,67900,67917,67133,67103,67088,67192,60883,19909,59726,64818,67132,59716,67867,0,58867,59720,68311,67604,59717,67867,67551,67548,64817,67598,67188,67192,68083,67565,67565,68079,68086,68092,67198,67203,67681,68056,68182,67197,67550,64834,59716,59728,59718,64807,59723,67559,68065,68074,67854,68085,59723,59705,59734,67590,67548,68074,68062,59724,68049,67194,68053,67126,67843,66997,67013,67127,59727,67189,59711,59714
fS128a,64981,64376,64391,64396,64372,64318,76577,64384,58455,58438,64318,64392,65112,64372,64389,64384,64308,64316,64785,76866,76869,64869,64013,64006,65119,65022,64869,60003,65125,63997,5202,64496,47211,64471,76882,5213,64002,59973,77232,5225,5207,64876,64866,64380,64864,64871,76495,64398,65202,77267,64775,65524,5214,76873,64785,65193,76858,76864,65196,65195,65195,64498,64786,64779,5214,65199,77229,5207,75689,77376,64404,64388,64492,77237,64487,65008,64909,5207,64868,65119,64380,65364,65076,64859,60010,59142,64843,77234,77235,64869,64883,64387,65075,65072,64332,44615,59988,3928,58885,76876,3926,64469,58867,0,3928,64727,65167,3919,64464,64500,64497,59179,65157,64324,64328,64364,64319,64319,64353,64355,64378,64338,64339,64724,63089,64043,64337,64504,59076,3914,3916,3916,58880,3917,64512,63097,63099,64574,64378,3923,3911,3923,65161,64497,63107,63096,3915,63087,64330,63097,76877,64571,77037,77019,76867,3928,64325,3912,3924
fS12a,65145,64665,64668,64673,64661,64358,76592,64662,60000,59983,64358,64669,65614,64649,64678,64673,64348,64356,65154,77562,77541,65447,64421,64414,65621,65263,65447,60053,65627,64405,4755,64943,47146,64906,77554,4752,64410,60032,77372,4766,4756,65464,65454,64657,65452,65451,76651,64764,65345,77395,64960,65752,4755,77557,65154,65348,77554,77560,65351,65350,65350,64945,65155,64964,4753,65342,77381,4760,75784,77520,64681,64665,64939,77389,64934,65249,65547,4750,65456,65621,64669,65529,65141,65418,60060,59508,65431,77374,77375,65447,65463,64676,65140,65137,65237,44449,60037,38,58999,77548,36,64942,59720,3928,0,65194,65052,19,64937,64935,64944,59467,65042,65229,65233,64649,64359,64359,64645,64640,64670,65243,65244,64489,64117,64451,65242,64959,59604,47,41,12,58994,54,64947,64137,64146,64562,64663,29,33,28,65046,64944,64134,64121,18,64127,65235,64126,77549,64549,77193,77175,77551,24,65230,42,36
fS133b,19956,35426,35442,35446,35424,36520,77960,35432,68905,68899,36520,35430,37164,35420,35439,35435,36526,36518,36652,76917,76908,20304,20515,20496,37171,35603,20304,67766,37180,20490,66019,20006,66273,20006,76919,66016,20501,67736,77336,66026,66032,20305,20312,35430,20306,20313,77534,21730,32205,77369,36240,35908,66007,76913,36652,32185,76911,76912,32199,32198,32198,19989,36653,36256,66014,32191,77344,66020,76826,77613,35442,35424,19996,77351,20013,35612,36715,66017,20293,37171,35420,36009,36628,21108,67763,43426,20303,77337,77338,20304,20321,35427,36617,36624,36631,65218,70312,65189,43135,76914,65187,20294,68311,64727,65194,0,37339,65187,20301,20008,20005,43302,37326,36620,36609,19401,36520,36520,19419,19390,19410,36621,36633,36627,19854,20527,36620,20014,43534,65183,65179,65184,43133,65180,20018,19856,19854,20897,19403,65184,65176,65189,37318,20010,19875,19859,65190,19844,36624,19846,76920,20885,76989,76965,76911,65180,36619,65182,65166
fS139a,36872,20362,20368,20372,20360,11411,77928,20376,69252,69250,11403,20378,7253,20363,20381,20361,11401,11409,8409,76827,76824,37197,37030,37038,7260,24116,37209,68089,7251,37041,65524,36551,65837,36541,76836,65523,37044,68073,77029,65532,65538,37225,37212,20366,37215,37213,77237,34981,14229,77068,21279,24000,65526,76835,8409,14228,76820,76826,14221,14222,14222,36563,8410,21303,65521,14234,77043,65519,77003,77306,20390,20369,36542,77044,36534,24104,8045,65524,37212,7260,20370,23599,15766,37664,68098,20177,37206,77031,77032,37206,37222,20367,15763,15762,22071,65337,70053,65041,20447,76831,65045,36929,67604,65167,65052,37339,0,65047,36924,36571,36558,20298,13,22078,22067,37274,11412,11412,37270,37270,37283,22061,22091,5206,37641,37050,22060,36561,20543,65043,65038,65042,20438,65040,36573,37641,37650,37826,37288,65044,65046,65047,27,36555,37667,37636,65048,37631,22072,37642,76831,37824,76100,76083,76820,65037,22077,65042,65036
